a|PersonType|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|EmailPromotion|AdditionalContactInfo
17862|IN|0|NULL|Carrie|NULL|Alonso|NULL|1|NULL
17863|IN|0|NULL|Ethan|NULL|Davis|NULL|0|NULL
17864|IN|0|NULL|Carrie|NULL|Romero|NULL|0|NULL
17865|IN|0|NULL|Justin|NULL|Anderson|NULL|2|NULL
17866|IN|0|NULL|Samuel|H|Lewis|NULL|0|NULL
17867|IN|0|NULL|Abby|NULL|Madan|NULL|0|NULL
17868|IN|0|NULL|Carrie|C|Gutierrez|NULL|0|NULL
17869|IN|0|NULL|Carrie|NULL|Torres|NULL|1|NULL
17870|IN|0|NULL|Carrie|NULL|Gill|NULL|1|NULL
17871|IN|0|NULL|Carrie|NULL|Vazquez|NULL|2|NULL
17872|IN|0|NULL|Justin|J|Thomas|NULL|0|NULL
17873|IN|0|NULL|Carrie|G|Browning|NULL|0|NULL
17874|IN|0|NULL|Carrie|L|Serrano|NULL|0|NULL
17875|IN|0|NULL|Carrie|NULL|Carlson|NULL|2|NULL
17876|IN|0|NULL|Ethan|E|Rodriguez|NULL|1|NULL
17877|IN|0|NULL|David|A|Miller|NULL|1|NULL
17878|IN|0|NULL|Samuel|J|Walker|NULL|1|NULL
17879|IN|0|NULL|Hunter|L|Smith|NULL|0|NULL
17880|IN|0|NULL|David|M|Wilson|NULL|0|NULL
17881|IN|0|NULL|Carrie|M|Schmidt|NULL|0|NULL
17882|IN|0|NULL|Carrie|NULL|Rubio|NULL|0|NULL
17883|IN|0|NULL|Hunter|M|Johnson|NULL|0|NULL
17884|IN|0|NULL|Carrie|L|Ortega|NULL|0|NULL
17885|IN|0|NULL|Dennis|NULL|Zhang|NULL|2|NULL
17886|IN|0|NULL|Hunter|J|Williams|NULL|2|NULL
17887|IN|0|NULL|Dennis|C|Wang|NULL|0|NULL
17888|IN|0|NULL|Dennis|M|Chen|NULL|1|NULL
17889|IN|0|NULL|Dennis|NULL|Li|NULL|2|NULL
17890|IN|0|NULL|Ethan|NULL|Lewis|NULL|0|NULL
17891|IN|0|NULL|Dennis|NULL|Liu|NULL|0|NULL
17892|IN|0|NULL|Hunter|NULL|Jones|NULL|1|NULL
17893|IN|0|NULL|Dennis|P|Yang|NULL|1|NULL
17894|IN|0|NULL|Dennis|NULL|Huang|NULL|2|NULL
17895|IN|0|NULL|Hunter|NULL|Brown|NULL|0|NULL
17896|IN|0|NULL|Dennis|G|Wu|NULL|2|NULL
17897|IN|0|NULL|Hunter|NULL|Davis|NULL|0|NULL
17898|IN|0|NULL|Hunter|NULL|Miller|NULL|0|NULL
17899|IN|0|NULL|Hunter|R|Wilson|NULL|1|NULL
17900|IN|0|NULL|Dennis|NULL|Lin|NULL|2|NULL
17901|IN|0|NULL|Hunter|NULL|Moore|NULL|1|NULL
17902|IN|0|NULL|Greg|M|Taylor|NULL|2|NULL
17903|IN|0|NULL|Dennis|R|Zhou|NULL|1|NULL
17904|IN|0|NULL|Dennis|M|Ye|NULL|2|NULL
17905|IN|0|NULL|Dennis|NULL|Zhao|NULL|0|NULL
17906|IN|0|NULL|Benjamin|C|Jones|NULL|1|NULL
17907|IN|0|NULL|Hunter|NULL|Anderson|NULL|2|NULL
17908|IN|0|NULL|Dennis|NULL|Xu|NULL|1|NULL
17909|IN|0|NULL|Ethan|J|Wilson|NULL|0|NULL
17910|IN|0|NULL|Dennis|K|Sun|NULL|2|NULL
17911|IN|0|NULL|Hunter|NULL|Thomas|NULL|1|NULL
17912|IN|0|NULL|Dennis|E|Zhu|NULL|0|NULL
17913|IN|0|NULL|Abby|NULL|Sandberg|NULL|0|NULL
17914|IN|0|NULL|Dennis|NULL|Gao|NULL|0|NULL
17915|IN|0|NULL|David|A|Moore|NULL|0|NULL
17916|IN|0|NULL|Dennis|E|Ma|NULL|0|NULL
17917|IN|0|NULL|Dennis|NULL|Liang|NULL|1|NULL
17918|IN|0|NULL|Ethan|M|Moore|NULL|0|NULL
17919|IN|0|NULL|Dennis|NULL|Guo|NULL|1|NULL
17920|IN|0|NULL|Dennis|J|He|NULL|1|NULL
17921|IN|0|NULL|Ethan|NULL|Taylor|NULL|1|NULL
17922|IN|0|NULL|Ethan|NULL|Anderson|NULL|2|NULL
17923|IN|0|NULL|Benjamin|D|Brown|NULL|2|NULL
17924|IN|0|NULL|Dennis|E|Zheng|NULL|1|NULL
17925|IN|0|NULL|Dennis|J|Hu|NULL|0|NULL
17926|IN|0|NULL|David|NULL|Taylor|NULL|1|NULL
17927|IN|0|NULL|Justin|T|Jackson|NULL|0|NULL
17928|IN|0|NULL|Dennis|NULL|Cai|NULL|1|NULL
17929|IN|0|NULL|Benjamin|NULL|Lee|NULL|2|NULL
17930|IN|0|NULL|Benjamin|NULL|Walker|NULL|0|NULL
17931|IN|0|NULL|Dennis|S|Zeng|NULL|0|NULL
17932|IN|0|NULL|David|A|Anderson|NULL|2|NULL
17933|IN|0|NULL|Benjamin|C|Davis|NULL|0|NULL
17934|IN|0|NULL|Dennis|M|She|NULL|0|NULL
17935|IN|0|NULL|Abby|P|Rana|NULL|0|NULL
17936|IN|0|NULL|Vincent|M|Zhang|NULL|2|NULL
17937|IN|0|NULL|Vincent|M|Wang|NULL|0|NULL
17938|IN|0|NULL|David|NULL|Thomas|NULL|0|NULL
17939|IN|0|NULL|Ethan|NULL|Thomas|NULL|1|NULL
17940|IN|0|NULL|Ethan|C|Jackson|NULL|2|NULL
17941|IN|0|NULL|Vincent|D|Li|NULL|0|NULL
17942|IN|0|NULL|Vincent|NULL|Liu|NULL|0|NULL
17943|IN|0|NULL|Ethan|C|White|NULL|0|NULL
17944|IN|0|NULL|Vincent|R|Yang|NULL|0|NULL
17945|IN|0|NULL|Ethan|L|Harris|NULL|2|NULL
17946|IN|0|NULL|Vincent|A|Huang|NULL|2|NULL
17947|IN|0|NULL|Vincent|A|Lin|NULL|1|NULL
17948|IN|0|NULL|Ethan|M|Martin|NULL|0|NULL
17949|IN|0|NULL|Vincent|A|Zhou|NULL|0|NULL
17950|IN|0|NULL|Abby|T|Raman|NULL|0|NULL
17951|IN|0|NULL|Vincent|NULL|Ye|NULL|0|NULL
17952|IN|0|NULL|Benjamin|G|Miller|NULL|0|NULL
17953|IN|0|NULL|Vincent|M|Zhao|NULL|0|NULL
17954|IN|0|NULL|Ryan|NULL|Martin|NULL|1|NULL
17955|IN|0|NULL|Vincent|NULL|Lu|NULL|0|NULL
17956|IN|0|NULL|Christian|L|Smith|NULL|1|NULL
17957|IN|0|NULL|Ethan|NULL|Thompson|NULL|0|NULL
17958|IN|0|NULL|Ethan|J|Lee|NULL|1|NULL
17959|IN|0|NULL|Vincent|F|Sun|NULL|0|NULL
17960|IN|0|NULL|Vincent|E|Zhu|NULL|2|NULL
17961|IN|0|NULL|Ryan|M|Thompson|NULL|1|NULL
17962|IN|0|NULL|Vincent|A|Gao|NULL|1|NULL
17963|IN|0|NULL|Ethan|NULL|Walker|NULL|1|NULL
17964|IN|0|NULL|Christian|S|Johnson|NULL|2|NULL
17965|IN|0|NULL|Ethan|NULL|Garcia|NULL|1|NULL
17966|IN|0|NULL|Vincent|W|Ma|NULL|0|NULL
17967|IN|0|NULL|Ryan|C|Smith|NULL|0|NULL
17968|IN|0|NULL|Vincent|NULL|Liang|NULL|0|NULL
17969|IN|0|NULL|Christian|NULL|Williams|NULL|1|NULL
17970|IN|0|NULL|Vincent|F|Guo|NULL|0|NULL
17971|IN|0|NULL|Ryan|NULL|Johnson|NULL|0|NULL
17972|IN|0|NULL|Abby|NULL|Subram|NULL|0|NULL
17973|IN|0|NULL|Vincent|M|He|NULL|2|NULL
17974|IN|0|NULL|Vincent|NULL|Zheng|NULL|0|NULL
17975|IN|0|NULL|Vincent|F|Hu|NULL|0|NULL
17976|IN|0|NULL|Vincent|L|Cai|NULL|0|NULL
17977|IN|0|NULL|Ryan|R|Williams|NULL|0|NULL
17978|IN|0|NULL|Ryan|NULL|Jones|NULL|2|NULL
17979|IN|0|NULL|Ryan|NULL|Brown|NULL|2|NULL
17980|IN|0|NULL|Gerrit|Jan|Straatsma|NULL|0|NULL
17981|IN|0|NULL|Benjamin|NULL|Wilson|NULL|1|NULL
17982|IN|0|NULL|Ryan|C|Davis|NULL|0|NULL
17983|IN|0|NULL|Christian|T|Robinson|NULL|2|NULL
17984|IN|0|NULL|Brent|L|Zhang|NULL|2|NULL
17985|IN|0|NULL|Ryan|F|Miller|NULL|0|NULL
17986|IN|0|NULL|Brent|NULL|Wang|NULL|0|NULL
17987|IN|0|NULL|Brent|A|Chen|NULL|1|NULL
17988|IN|0|NULL|Ryan|C|Wilson|NULL|0|NULL
17989|IN|0|NULL|Brent|P|Li|NULL|2|NULL
17990|IN|0|NULL|Abby|C|Mehta|NULL|1|NULL
17991|IN|0|NULL|Christian|S|Jones|NULL|0|NULL
17992|IN|0|NULL|Ryan|NULL|Moore|NULL|1|NULL
17993|IN|0|NULL|Benjamin|D|Moore|NULL|0|NULL
17994|IN|0|NULL|Brent|NULL|Yang|NULL|2|NULL
17995|IN|0|NULL|Ryan|NULL|Taylor|NULL|0|NULL
17996|IN|0|NULL|Ryan|W|Anderson|NULL|0|NULL
17997|IN|0|NULL|Brent|NULL|Huang|NULL|2|NULL
17998|IN|0|NULL|Ryan|NULL|Thomas|NULL|1|NULL
17999|IN|0|NULL|Brent|NULL|Wu|NULL|0|NULL
18000|IN|0|NULL|Ryan|G|Jackson|NULL|0|NULL
18001|IN|0|NULL|Brent|L|Lin|NULL|0|NULL
18002|IN|0|NULL|Brent|NULL|Zhou|NULL|0|NULL
18003|IN|0|NULL|Ryan|J|Garcia|NULL|1|NULL
18004|IN|0|NULL|Brent|NULL|Ye|NULL|1|NULL
18005|IN|0|NULL|Brent|NULL|Zhao|NULL|2|NULL
18006|IN|0|NULL|Brent|R|Lu|NULL|2|NULL
18007|IN|0|NULL|Abby|A|Garcia|NULL|0|NULL
18008|IN|0|NULL|Brent|NULL|Sun|NULL|2|NULL
18009|IN|0|NULL|David|NULL|Jackson|NULL|0|NULL
18010|IN|0|NULL|Ryan|A|Martinez|NULL|2|NULL
18011|IN|0|NULL|Brent|NULL|Zhu|NULL|1|NULL
18012|IN|0|NULL|Ryan|NULL|Robinson|NULL|0|NULL
18013|IN|0|NULL|Brent|E|Gao|NULL|0|NULL
18014|IN|0|NULL|Ryan|S|Clark|NULL|1|NULL
18015|IN|0|NULL|Brent|NULL|Ma|NULL|1|NULL
18016|IN|0|NULL|Christian|NULL|Brown|NULL|2|NULL
18017|IN|0|NULL|Brent|NULL|McDonald|NULL|1|NULL
18018|IN|0|NULL|Ryan|M|Rodriguez|NULL|1|NULL
18019|IN|0|NULL|Christopher|C|Brown|NULL|0|NULL
18020|IN|0|NULL|Brent|J|Guo|NULL|1|NULL
18021|IN|0|NULL|Ryan|A|Lewis|NULL|1|NULL
18022|IN|0|NULL|Ryan|NULL|Lee|NULL|0|NULL
18023|IN|0|NULL|Brent|R|He|NULL|0|NULL
18024|IN|0|NULL|Ryan|A|Walker|NULL|0|NULL
18025|IN|0|NULL|Justin|P|Smith|NULL|0|NULL
18026|IN|0|NULL|Brent|NULL|Zheng|NULL|0|NULL
18027|IN|0|NULL|Christian|C|Davis|NULL|2|NULL
18028|IN|0|NULL|Abby|NULL|Fernandez|NULL|1|NULL
18029|IN|0|NULL|Brent|S|Zeng|NULL|2|NULL
18030|IN|0|NULL|Brent|NULL|Stone|NULL|0|NULL
18031|IN|0|NULL|Justin|NULL|Williams|NULL|0|NULL
18032|IN|0|NULL|Jeffery|C|Zhang|NULL|0|NULL
18033|IN|0|NULL|Justin|NULL|Jones|NULL|1|NULL
18034|IN|0|NULL|Jeffery|E|Wang|NULL|0|NULL
18035|IN|0|NULL|David|P|White|NULL|0|NULL
18036|IN|0|NULL|Jeffery|C|Chen|NULL|0|NULL
18037|IN|0|NULL|Justin|W|Brown|NULL|0|NULL
18038|IN|0|NULL|Jeffery|NULL|Li|NULL|2|NULL
18039|IN|0|NULL|Benjamin|NULL|Taylor|NULL|1|NULL
18040|IN|0|NULL|Christian|NULL|Wilson|NULL|0|NULL
18041|IN|0|NULL|David|C|Harris|NULL|2|NULL
18042|IN|0|NULL|Jeffery|M|Liu|NULL|2|NULL
18043|IN|0|NULL|Jeffery|NULL|Yang|NULL|1|NULL
18044|IN|0|NULL|Justin|NULL|Davis|NULL|2|NULL
18045|IN|0|NULL|Jeffery|NULL|Huang|NULL|0|NULL
18046|IN|0|NULL|Jeffery|D|Wu|NULL|0|NULL
18047|IN|0|NULL|Abby|M|Lopez|NULL|1|NULL
18048|IN|0|NULL|Jeffery|J|Lin|NULL|0|NULL
18049|IN|0|NULL|Christian|H|Clark|NULL|2|NULL
18050|IN|0|NULL|Jeffery|M|Zhou|NULL|1|NULL
18051|IN|0|NULL|Jeffery|Y|Ye|NULL|0|NULL
18052|IN|0|NULL|Benjamin|NULL|Anderson|NULL|0|NULL
18053|IN|0|NULL|Jeffery|NULL|Zhao|NULL|1|NULL
18054|IN|0|NULL|Justin|C|Miller|NULL|0|NULL
18055|IN|0|NULL|Justin|NULL|Wilson|NULL|0|NULL
18056|IN|0|NULL|Jeffery|B|Lu|NULL|1|NULL
18057|IN|0|NULL|Jeffery|J|Sun|NULL|2|NULL
18058|IN|0|NULL|Justin|L|Moore|NULL|0|NULL
18059|IN|0|NULL|Jeffery|E|Zhu|NULL|1|NULL
18060|IN|0|NULL|Christian|R|Rodriguez|NULL|0|NULL
18061|IN|0|NULL|Jeffery|NULL|Ma|NULL|0|NULL
18062|IN|0|NULL|Abby|NULL|Martinez|NULL|0|NULL
18063|IN|0|NULL|Jeffery|NULL|Liang|NULL|1|NULL
18064|IN|0|NULL|Justin|G|Taylor|NULL|0|NULL
18065|IN|0|NULL|Jeffery|C|Guo|NULL|2|NULL
18066|IN|0|NULL|Justin|L|Harris|NULL|0|NULL
18067|IN|0|NULL|Justin|NULL|Martin|NULL|0|NULL
18068|IN|0|NULL|Jeffery|NULL|He|NULL|0|NULL
18069|IN|0|NULL|Alexander|NULL|Smith|NULL|0|NULL
18070|IN|0|NULL|Christopher|M|Davis|NULL|2|NULL
18071|IN|0|NULL|Jeffery|W|Zheng|NULL|1|NULL
18072|IN|0|NULL|Christopher|NULL|Miller|NULL|0|NULL
18073|IN|0|NULL|Jeffery|E|Hu|NULL|0|NULL
18074|IN|0|NULL|Justin|NULL|Thompson|NULL|0|NULL
18075|IN|0|NULL|Jeffery|A|Cai|NULL|0|NULL
18076|IN|0|NULL|Justin|NULL|Garcia|NULL|0|NULL
18077|IN|0|NULL|Benjamin|J|Thomas|NULL|0|NULL
18078|IN|0|NULL|Jeffery|C|Zeng|NULL|2|NULL
18079|IN|0|NULL|Jeffery|M|She|NULL|2|NULL
18080|IN|0|NULL|Wesley|J|Zhang|NULL|0|NULL
18081|IN|0|NULL|Christian|G|Lewis|NULL|0|NULL
18082|IN|0|NULL|Christian|B|Moore|NULL|1|NULL
18083|IN|0|NULL|Wesley|A|Wang|NULL|0|NULL
18084|IN|0|NULL|Justin|A|Martinez|NULL|2|NULL
18085|IN|0|NULL|Abby|P|Gonzalez|NULL|2|NULL
18086|IN|0|NULL|Wesley|J|Chen|NULL|1|NULL
18087|IN|0|NULL|Justin|A|Robinson|NULL|1|NULL
18088|IN|0|NULL|Wesley|NULL|Li|NULL|0|NULL
18089|IN|0|NULL|Alexander|M|Johnson|NULL|0|NULL
18090|IN|0|NULL|Wesley|NULL|Liu|NULL|0|NULL
18091|IN|0|NULL|Christopher|E|Wilson|NULL|2|NULL
18092|IN|0|NULL|Wesley|K|Yang|NULL|0|NULL
18093|IN|0|NULL|Justin|G|Clark|NULL|2|NULL
18094|IN|0|NULL|Wesley|NULL|Huang|NULL|0|NULL
18095|IN|0|NULL|Christian|R|Lee|NULL|1|NULL
18096|IN|0|NULL|Justin|J|Rodriguez|NULL|0|NULL
18097|IN|0|NULL|Justin|L|Lewis|NULL|0|NULL
18098|IN|0|NULL|Wesley|R|Wu|NULL|0|NULL
18099|IN|0|NULL|Justin|M|Lee|NULL|0|NULL
18100|IN|0|NULL|Wesley|NULL|Lin|NULL|0|NULL
18101|IN|0|NULL|Wesley|NULL|Zhou|NULL|0|NULL
18102|IN|0|NULL|Christopher|J|Moore|NULL|0|NULL
18103|IN|0|NULL|Justin|J|Walker|NULL|2|NULL
18104|IN|0|NULL|Wesley|M|Zhao|NULL|0|NULL
18105|IN|0|NULL|David|B|Martin|NULL|0|NULL
18106|IN|0|NULL|Wesley|P|Lu|NULL|2|NULL
18107|IN|0|NULL|Wesley|K|Xu|NULL|0|NULL
18108|IN|0|NULL|Christian|NULL|Taylor|NULL|1|NULL
18109|IN|0|NULL|Christopher|E|Taylor|NULL|1|NULL
18110|IN|0|NULL|Wesley|NULL|Sun|NULL|1|NULL
18111|IN|0|NULL|Wesley|L|Zhu|NULL|0|NULL
18112|IN|0|NULL|Wesley|NULL|Gao|NULL|0|NULL
18113|IN|0|NULL|Christopher|NULL|Anderson|NULL|0|NULL
18114|IN|0|NULL|Alexander|L|Williams|NULL|0|NULL
18115|IN|0|NULL|Christian|NULL|Walker|NULL|0|NULL
18116|IN|0|NULL|Wesley|A|Liang|NULL|0|NULL
18117|IN|0|NULL|Wesley|NULL|Guo|NULL|0|NULL
18118|IN|0|NULL|Austin|NULL|Smith|NULL|0|NULL
18119|IN|0|NULL|Wesley|I|He|NULL|0|NULL
18120|IN|0|NULL|David|I|Johnson|NULL|0|NULL
18121|IN|0|NULL|Wesley|NULL|Zheng|NULL|0|NULL
18122|IN|0|NULL|Austin|NULL|Johnson|NULL|0|NULL
18123|IN|0|NULL|Abby|J|Sanchez|NULL|2|NULL
18124|IN|0|NULL|Wesley|L|Hu|NULL|2|NULL
18125|IN|0|NULL|David|NULL|Williams|NULL|1|NULL
18126|IN|0|NULL|Wesley|R|Cai|NULL|0|NULL
18127|IN|0|NULL|Wesley|NULL|Zeng|NULL|1|NULL
18128|IN|0|NULL|David|D|Jones|NULL|0|NULL
18129|IN|0|NULL|Christian|NULL|Anderson|NULL|0|NULL
18130|IN|0|NULL|Alexander|I|Jones|NULL|2|NULL
18131|IN|0|NULL|David|J|Brown|NULL|1|NULL
18132|IN|0|NULL|David|NULL|Davis|NULL|1|NULL
18133|IN|0|NULL|Randy|NULL|Zhang|NULL|1|NULL
18134|IN|0|NULL|Christian|A|Thomas|NULL|2|NULL
18135|IN|0|NULL|David|NULL|Garcia|NULL|1|NULL
18136|IN|0|NULL|Randy|G|Wang|NULL|1|NULL
18137|IN|0|NULL|Christopher|M|Thomas|NULL|0|NULL
18138|IN|0|NULL|David|R|Martinez|NULL|0|NULL
18139|IN|0|NULL|Randy|NULL|Chen|NULL|1|NULL
18140|IN|0|NULL|David|C|Robinson|NULL|0|NULL
18141|IN|0|NULL|David|G|Clark|NULL|2|NULL
18142|IN|0|NULL|Christopher|C|Jackson|NULL|0|NULL
18143|IN|0|NULL|David|NULL|Rodriguez|NULL|0|NULL
18144|IN|0|NULL|Randy|NULL|Liu|NULL|1|NULL
18145|IN|0|NULL|David|NULL|Lewis|NULL|0|NULL
18146|IN|0|NULL|David|J|Lee|NULL|0|NULL
18147|IN|0|NULL|Randy|E|Yang|NULL|1|NULL
18148|IN|0|NULL|David|NULL|Walker|NULL|0|NULL
18149|IN|0|NULL|Abby|NULL|Perez|NULL|0|NULL
18150|IN|0|NULL|Randy|NULL|Huang|NULL|1|NULL
18151|IN|0|NULL|Benjamin|A|Smith|NULL|0|NULL
18152|IN|0|NULL|Randy|J|Wu|NULL|1|NULL
18153|IN|0|NULL|Randy|NULL|Lin|NULL|0|NULL
18154|IN|0|NULL|Christian|L|Jackson|NULL|1|NULL
18155|IN|0|NULL|Randy|J|Zhou|NULL|0|NULL
18156|IN|0|NULL|Randy|G|Ye|NULL|0|NULL
18157|IN|0|NULL|Randy|J|Zhao|NULL|2|NULL
18158|IN|0|NULL|Randy|NULL|Lu|NULL|0|NULL
18159|IN|0|NULL|Benjamin|M|Johnson|NULL|0|NULL
18160|IN|0|NULL|Randy|S|Xu|NULL|2|NULL
18161|IN|0|NULL|Benjamin|J|Jackson|NULL|0|NULL
18162|IN|0|NULL|Christopher|R|White|NULL|1|NULL
18163|IN|0|NULL|Christian|A|White|NULL|0|NULL
18164|IN|0|NULL|Randy|W|Sun|NULL|0|NULL
18165|IN|0|NULL|Austin|NULL|Williams|NULL|1|NULL
18166|IN|0|NULL|Christian|J|Harris|NULL|2|NULL
18167|IN|0|NULL|Randy|B|Zhu|NULL|0|NULL
18168|IN|0|NULL|Christopher|A|Harris|NULL|2|NULL
18169|IN|0|NULL|Janelle|NULL|Suri|NULL|2|NULL
18170|IN|0|NULL|Randy|NULL|Gao|NULL|1|NULL
18171|IN|0|NULL|Benjamin|C|Winter|NULL|1|NULL
18172|IN|0|NULL|Austin|NULL|Jones|NULL|0|NULL
18173|IN|0|NULL|Randy|R|Ma|NULL|2|NULL
18174|IN|0|NULL|Benjamin|NULL|Harris|NULL|0|NULL
18175|IN|0|NULL|Randy|E|Liang|NULL|1|NULL
18176|IN|0|NULL|Randy|L|Guo|NULL|0|NULL
18177|IN|0|NULL|Randy|R|He|NULL|2|NULL
18178|IN|0|NULL|Randy|B|Zheng|NULL|0|NULL
18179|IN|0|NULL|Randy|NULL|Hu|NULL|0|NULL
18180|IN|0|NULL|Benjamin|NULL|Martin|NULL|1|NULL
18181|IN|0|NULL|Randy|A|Zeng|NULL|1|NULL
18182|IN|0|NULL|Alexander|L|Brown|NULL|0|NULL
18183|IN|0|NULL|Benjamin|NULL|Thompson|NULL|1|NULL
18184|IN|0|NULL|Randy|H|She|NULL|0|NULL
18185|IN|0|NULL|Janelle|A|Kapoor|NULL|0|NULL
18186|IN|0|NULL|Todd|NULL|Zhang|NULL|1|NULL
18187|IN|0|NULL|Christian|V|Martin|NULL|1|NULL
18188|IN|0|NULL|Todd|NULL|Wang|NULL|0|NULL
18189|IN|0|NULL|Alexander|S|Davis|NULL|0|NULL
18190|IN|0|NULL|Alexander|S|Rodriguez|NULL|0|NULL
18191|IN|0|NULL|Todd|NULL|Chow|NULL|0|NULL
18192|IN|0|NULL|Christian|A|Thompson|NULL|1|NULL
18193|IN|0|NULL|Benjamin|L|Garcia|NULL|2|NULL
18194|IN|0|NULL|Todd|NULL|Li|NULL|0|NULL
18195|IN|0|NULL|Benjamin|NULL|Martinez|NULL|0|NULL
18196|IN|0|NULL|Benjamin|L|Robinson|NULL|1|NULL
18197|IN|0|NULL|Jorge|NULL|Leitão|NULL|2|NULL
18198|IN|0|NULL|Todd|J|Yang|NULL|2|NULL
18199|IN|0|NULL|Todd|NULL|Huang|NULL|0|NULL
18200|IN|0|NULL|Christopher|B|Martin|NULL|2|NULL
18201|IN|0|NULL|Benjamin|NULL|Clark|NULL|0|NULL
18202|IN|0|NULL|Benjamin|NULL|Rodriguez|NULL|0|NULL
18203|IN|0|NULL|Todd|C|Lin|NULL|0|NULL
18204|IN|0|NULL|Benjamin|NULL|Lewis|NULL|0|NULL
18205|IN|0|NULL|John|M|Garcia|NULL|0|NULL
18206|IN|0|NULL|Alexander|S|Lee|NULL|2|NULL
18207|IN|0|NULL|John|J|Martinez|NULL|2|NULL
18208|IN|0|NULL|Janelle|C|Chandra|NULL|2|NULL
18209|IN|0|NULL|William|NULL|White|NULL|0|NULL
18210|IN|0|NULL|Todd|NULL|Zhao|NULL|0|NULL
18211|IN|0|NULL|Christian|J|Garcia|NULL|1|NULL
18212|IN|0|NULL|Austin|T|Brown|NULL|0|NULL
18213|IN|0|NULL|Todd|D|Lu|NULL|1|NULL
18214|IN|0|NULL|Christian|P|Martinez|NULL|2|NULL
18215|IN|0|NULL|Todd|NULL|Xu|NULL|1|NULL
18216|IN|0|NULL|Austin|E|Davis|NULL|2|NULL
18217|IN|0|NULL|Todd|NULL|Sun|NULL|0|NULL
18218|IN|0|NULL|Alexander|M|Walker|NULL|2|NULL
18219|IN|0|NULL|Todd|G|Zhu|NULL|0|NULL
18220|IN|0|NULL|Todd|M|Gao|NULL|0|NULL
18221|IN|0|NULL|Brandon|C|Taylor|NULL|0|NULL
18222|IN|0|NULL|John|NULL|Smith|NULL|0|NULL
18223|IN|0|NULL|John|A|Johnson|NULL|0|NULL
18224|IN|0|NULL|Todd|NULL|Ma|NULL|0|NULL
18225|IN|0|NULL|Todd|L|Liang|NULL|1|NULL
18226|IN|0|NULL|Todd|K|Guo|NULL|2|NULL
18227|IN|0|NULL|Kelvin|NULL|Xu|NULL|0|NULL
18228|IN|0|NULL|Janelle|T|Patel|NULL|1|NULL
18229|IN|0|NULL|Todd|J|Zheng|NULL|0|NULL
18230|IN|0|NULL|Brandon|S|Anderson|NULL|2|NULL
18231|IN|0|NULL|Austin|N|Moore|NULL|1|NULL
18232|IN|0|NULL|John|C|Williams|NULL|0|NULL
18233|IN|0|NULL|Austin|L|Taylor|NULL|0|NULL
18234|IN|0|NULL|Austin|E|Anderson|NULL|1|NULL
18235|IN|0|NULL|Todd|C|Zeng|NULL|0|NULL
18236|IN|0|NULL|Todd|NULL|She|NULL|1|NULL
18237|IN|0|NULL|Curtis|T|Zimmerman|NULL|1|NULL
18238|IN|0|NULL|Curtis|A|Wang|NULL|0|NULL
18239|IN|0|NULL|Austin|L|White|NULL|0|NULL
18240|IN|0|NULL|Austin|NULL|Harris|NULL|0|NULL
18241|IN|0|NULL|William|NULL|Harris|NULL|2|NULL
18242|IN|0|NULL|Curtis|E|Li|NULL|0|NULL
18243|IN|0|NULL|William|R|Martin|NULL|1|NULL
18244|IN|0|NULL|Christopher|NULL|Garcia|NULL|2|NULL
18245|IN|0|NULL|Curtis|L|Liu|NULL|1|NULL
18246|IN|0|NULL|Christopher|F|Martinez|NULL|0|NULL
18247|IN|0|NULL|Curtis|NULL|Yang|NULL|0|NULL
18248|IN|0|NULL|Curtis|O|Wu|NULL|2|NULL
18249|IN|0|NULL|William|NULL|Thompson|NULL|0|NULL
18250|IN|0|NULL|John|I|Robinson|NULL|1|NULL
18251|IN|0|NULL|John|NULL|Jones|NULL|0|NULL
18252|IN|0|NULL|Curtis|N|Lin|NULL|0|NULL
18253|IN|0|NULL|Christopher|A|Robinson|NULL|0|NULL
18254|IN|0|NULL|Curtis|NULL|Zhou|NULL|1|NULL
18255|IN|0|NULL|Christopher|R|Clark|NULL|1|NULL
18256|IN|0|NULL|Christopher|E|Rodriguez|NULL|0|NULL
18257|IN|0|NULL|Christopher|NULL|Lewis|NULL|0|NULL
18258|IN|0|NULL|Curtis|NULL|Lu|NULL|0|NULL
18259|IN|0|NULL|Dylan|NULL|Davis|NULL|1|NULL
18260|IN|0|NULL|Zachary|G|Johnson|NULL|0|NULL
18261|IN|0|NULL|Curtis|M|Xu|NULL|2|NULL
18262|IN|0|NULL|Christopher|M|Lee|NULL|2|NULL
18263|IN|0|NULL|Janelle|NULL|Malhotra|NULL|0|NULL
18264|IN|0|NULL|Curtis|D|Gao|NULL|1|NULL
18265|IN|0|NULL|Curtis|NULL|Ma|NULL|1|NULL
18266|IN|0|NULL|Christopher|L|Walker|NULL|2|NULL
18267|IN|0|NULL|Curtis|J|Liang|NULL|0|NULL
18268|IN|0|NULL|Alexander|NULL|Miller|NULL|0|NULL
18269|IN|0|NULL|Curtis|O|Guo|NULL|0|NULL
18270|IN|0|NULL|Alexander|NULL|Wilson|NULL|1|NULL
18271|IN|0|NULL|Curtis|D|He|NULL|1|NULL
18272|IN|0|NULL|Curtis|S|Zheng|NULL|1|NULL
18273|IN|0|NULL|Curtis|G|Hu|NULL|1|NULL
18274|IN|0|NULL|Curtis|NULL|Cai|NULL|0|NULL
